File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_336_RF0.4_R2_S10,10,2,20,0.2,0.4,2,MIXED,0.2,0.2,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,601,-1,-1,,,,,,,
2,370,-1,259,,,,,,,
3,209,418,-1,,,,,,,
4,548,1096,-1,,,,,,,
5,641,-1,-1,,,,,,,
6,573,-1,401,5,,,,,,
7,515,-1,-1,2,,,,,,
8,443,886,-1,1,,,,,,
9,278,556,194,7,,,,,,
10,365,-1,-1,7,,,,,,
11,447,-1,-1,6,,,,,,
12,656,-1,459,6,,,,,,
13,393,-1,-1,6,,,,,,
14,492,984,344,11,,,,,,
15,513,1026,359,13,,,,,,
16,686,1372,-1,10,,,,,,
17,487,-1,340,15,,,,,,
18,437,-1,-1,16,,,,,,
19,612,-1,-1,14,,,,,,
20,524,1048,366,14,,,,,,
