File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_351_RF0.2_R1_S5,5,1,20,0.2,0.2,2,MIXED,0.2,0.2,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,37,74,-1,,,,,,,
2,264,-1,184,,,,,,,
3,172,-1,-1,,,,,,,
4,49,-1,-1,,,,,,,
5,220,-1,-1,,,,,,,
6,296,-1,-1,5,,,,,,
7,192,-1,-1,1,,,,,,
8,135,-1,94,2,,,,,,
9,34,-1,-1,4,,,,,,
10,118,236,-1,9,,,,,,
11,307,-1,-1,8,,,,,,
12,241,-1,-1,9,,,,,,
13,49,98,-1,10,,,,,,
14,56,-1,39,12,,,,,,
15,59,-1,-1,11,,,,,,
16,565,-1,-1,10,,,,,,
17,499,-1,349,16,,,,,,
18,191,382,-1,15,,,,,,
19,241,-1,-1,14,,,,,,
20,468,-1,-1,14,,,,,,
