File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_167_RF0.4_R2_S5,5,2,20,0.4,0.4,2,CH,0.2,0.2,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,457,-1,-1,,,,,,,
2,670,-1,-1,,,,,,,
3,413,826,289,,,,,,,
4,429,-1,-1,1,,,,,,
5,452,904,316,3,,,,,,
6,579,1158,405,2,,,,,,
7,438,-1,-1,3,,,,,,
8,623,1246,-1,3,,,,,,
9,510,-1,357,3,,,,,,
10,648,-1,-1,4,,,,,,
11,272,544,-1,5,,,,,,
12,533,-1,373,6,,,,,,
13,211,-1,147,7,,,,,,
14,448,-1,-1,7,,,,,,
15,433,866,303,8,,,,,,
16,549,1098,-1,10,,,,,,
17,494,-1,-1,"11, 12",,,,,,
18,393,-1,-1,13,,,,,,
19,496,992,347,16,,,,,,
20,449,-1,-1,18,,,,,,
