File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_141_RF0.2_R1_S5,5,1,20,0.2,0.2,2,CH,0.2,0.2,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,315,-1,220,,,,,,,
2,206,-1,-1,,,,,,,
3,84,-1,-1,,,,,,,
4,39,78,-1,,,,,,,
5,85,-1,59,1,,,,,,
6,185,-1,-1,2,,,,,,
7,178,356,-1,3,,,,,,
8,59,-1,41,4,,,,,,
9,251,502,-1,4,,,,,,
10,212,424,-1,7,,,,,,
11,121,-1,-1,5,,,,,,
12,155,-1,-1,6,,,,,,
13,24,-1,-1,7,,,,,,
14,215,-1,-1,10,,,,,,
15,239,-1,-1,11,,,,,,
16,82,-1,-1,12,,,,,,
17,26,-1,-1,15,,,,,,
18,167,-1,-1,14,,,,,,
19,230,-1,161,16,,,,,,
20,35,-1,-1,16,,,,,,
