File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_205_RF0.4_R1_S5,5,1,20,0.2,0.4,2,CH,0.2,0.2,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,471,-1,329,,,,,,,
2,107,214,-1,,,,,,,
3,160,-1,-1,,,,,,,
4,379,-1,265,1,,,,,,
5,491,982,-1,2,,,,,,
6,269,-1,-1,2,,,,,,
7,141,-1,98,2,,,,,,
8,119,238,-1,2,,,,,,
9,201,-1,140,4,,,,,,
10,485,970,339,7,,,,,,
11,255,-1,-1,5,,,,,,
12,312,624,-1,6,,,,,,
13,54,-1,-1,8,,,,,,
14,441,882,-1,5,,,,,,
15,302,-1,211,10,,,,,,
16,79,-1,55,9,,,,,,
17,507,-1,-1,11,,,,,,
18,47,94,32,15,,,,,,
19,81,-1,-1,16,,,,,,
20,143,286,-1,17,,,,,,
