File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_484_RF0.4_R1_S5,5,1,20,0.2,0.4,2,MIXED,0.9,0.8,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,383,-1,-1,,,,,,,
2,567,-1,-1,,,,,,,
3,379,758,-1,,,,,,,
4,236,472,165,1,,,,,,
5,420,-1,294,2,,,,,,
6,470,940,329,"4, 5",,,,,,
7,512,1024,-1,"4, 5",,,,,,
8,497,994,347,"3, 6, 7",,,,,,
9,619,-1,433,"3, 6, 7",,,,,,
10,630,-1,-1,6,,,,,,
11,388,-1,271,"8, 9, 10",,,,,,
12,580,-1,406,"8, 9, 10",,,,,,
13,488,976,-1,"8, 9",,,,,,
14,514,1028,-1,13,,,,,,
15,662,-1,-1,"10, 14",,,,,,
16,387,-1,-1,"11, 14",,,,,,
17,561,1122,392,14,,,,,,
18,555,-1,-1,"12, 16",,,,,,
19,534,-1,-1,"17, 18",,,,,,
20,577,-1,-1,18,,,,,,
