File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_177_RF0.2_R0_S5,5,0,20,0.0,0.2,2,CH,0.2,0.2,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,458,-1,-1,,,,,,,
2,327,-1,-1,,,,,,,
3,363,-1,254,,,,,,,
4,555,-1,388,,,,,,,
5,294,-1,-1,1,,,,,,
6,373,-1,-1,2,,,,,,
7,463,-1,-1,4,,,,,,
8,413,-1,-1,3,,,,,,
9,413,826,-1,4,,,,,,
10,332,-1,-1,5,,,,,,
11,330,-1,-1,7,,,,,,
12,432,-1,-1,8,,,,,,
13,629,-1,-1,6,,,,,,
14,517,1034,-1,11,,,,,,
15,576,1152,403,12,,,,,,
16,458,-1,320,10,,,,,,
17,464,-1,-1,14,,,,,,
18,608,-1,-1,15,,,,,,
19,278,556,-1,16,,,,,,
20,391,-1,-1,16,,,,,,
