File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_480_RF0.4_R1_S5,5,1,20,0.2,0.4,2,MIXED,0.9,0.8,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,623,-1,-1,,,,,,,
2,431,-1,-1,,,,,,,
3,456,-1,319,,,,,,,
4,537,-1,-1,"1, 2, 3",,,,,,
5,442,884,-1,2,,,,,,
6,587,-1,410,"4, 5",,,,,,
7,557,1114,-1,6,,,,,,
8,364,-1,-1,6,,,,,,
9,500,-1,350,6,,,,,,
10,542,-1,-1,"7, 8, 9",,,,,,
11,488,-1,341,"7, 8, 9",,,,,,
12,550,1100,-1,"10, 11",,,,,,
13,519,1038,-1,11,,,,,,
14,496,992,347,10,,,,,,
15,446,892,312,14,,,,,,
16,642,-1,-1,12,,,,,,
17,700,-1,490,15,,,,,,
18,393,786,-1,15,,,,,,
19,542,1084,-1,18,,,,,,
20,362,-1,253,"16, 17",,,,,,
