File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_470_RF0.2_R0_S5,5,0,20,0.0,0.2,2,MIXED,0.9,0.8,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,579,-1,-1,,,,,,,
2,530,1060,-1,,,,,,,
3,358,-1,250,,,,,,,
4,368,-1,-1,"1, 2, 3",,,,,,
5,489,-1,-1,"1, 2, 3",,,,,,
6,245,-1,-1,"4, 5",,,,,,
7,593,1186,415,"4, 5",,,,,,
8,548,-1,-1,"6, 7",,,,,,
9,515,-1,-1,"6, 7",,,,,,
10,687,-1,-1,8,,,,,,
11,326,-1,-1,"8, 9",,,,,,
12,349,-1,-1,8,,,,,,
13,550,1100,-1,11,,,,,,
14,562,-1,393,11,,,,,,
15,449,898,314,12,,,,,,
16,609,-1,-1,"13, 14",,,,,,
17,450,-1,-1,"10, 12, 14",,,,,,
18,511,-1,-1,15,,,,,,
19,502,-1,-1,"17, 18",,,,,,
20,435,-1,-1,19,,,,,,
