File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_363_RF0.4_R2_S10,10,2,20,0.2,0.4,2,MIXED,0.2,0.2,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,465,-1,325,,,,,,,
2,233,-1,-1,,,,,,,
3,291,-1,203,,,,,,,
4,176,352,123,,,,,,,
5,180,-1,-1,,,,,,,
6,376,-1,-1,,,,,,,
7,536,-1,-1,,,,,,,
8,87,-1,60,5,,,,,,
9,238,-1,-1,3,,,,,,
10,458,916,-1,8,,,,,,
11,433,866,-1,8,,,,,,
12,175,350,-1,10,,,,,,
13,87,174,60,10,,,,,,
14,541,-1,378,10,,,,,,
15,69,138,48,10,,,,,,
16,173,-1,-1,14,,,,,,
17,624,-1,-1,14,,,,,,
18,319,638,-1,12,,,,,,
19,285,-1,-1,15,,,,,,
20,532,1064,372,15,,,,,,
