File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_501_RF0.2_R4_S10,10,4,20,0.4,0.2,2,MIXED,0.9,0.8,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,168,-1,-1,,,,,,,
2,468,-1,-1,,,,,,,
3,187,-1,-1,1,,,,,,
4,96,-1,-1,1,,,,,,
5,192,-1,134,1,,,,,,
6,521,-1,-1,"3, 4, 5",,,,,,
7,203,406,142,6,,,,,,
8,95,-1,66,6,,,,,,
9,132,-1,92,6,,,,,,
10,150,300,-1,"7, 8, 9",,,,,,
11,108,-1,-1,"7, 8, 9",,,,,,
12,95,190,-1,"7, 8, 9",,,,,,
13,61,-1,-1,"10, 11",,,,,,
14,522,-1,-1,"2, 10, 12",,,,,,
15,65,-1,-1,14,,,,,,
16,559,-1,-1,"2, 12, 13",,,,,,
17,121,242,-1,14,,,,,,
18,250,-1,-1,"14, 16",,,,,,
19,24,-1,-1,"15, 18",,,,,,
20,187,-1,-1,18,,,,,,
