File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_504_RF0.2_R2_S5,5,2,20,0.4,0.2,2,MIXED,0.9,0.8,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,96,-1,67,,,,,,,
2,215,-1,-1,1,,,,,,
3,149,-1,-1,1,,,,,,
4,131,-1,-1,3,,,,,,
5,139,-1,-1,2,,,,,,
6,499,-1,-1,"4, 5",,,,,,
7,51,-1,35,4,,,,,,
8,439,-1,-1,"5, 7",,,,,,
9,228,-1,-1,6,,,,,,
10,476,-1,333,9,,,,,,
11,429,858,300,"8, 9",,,,,,
12,189,-1,-1,8,,,,,,
13,204,408,-1,"10, 11",,,,,,
14,130,-1,-1,"10, 11, 12",,,,,,
15,475,950,-1,"9, 12",,,,,,
16,200,-1,-1,"13, 15",,,,,,
17,450,900,-1,15,,,,,,
18,267,-1,-1,14,,,,,,
19,515,-1,-1,16,,,,,,
20,67,-1,-1,"16, 18",,,,,,
