File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_472_RF0.2_R1_S5,5,1,20,0.2,0.2,2,MIXED,0.9,0.8,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,653,-1,-1,,,,,,,
2,418,-1,-1,1,,,,,,
3,359,-1,-1,1,,,,,,
4,546,-1,-1,1,,,,,,
5,527,-1,-1,"3, 4",,,,,,
6,545,-1,-1,"2, 4",,,,,,
7,353,706,-1,"2, 4",,,,,,
8,500,-1,-1,"5, 7",,,,,,
9,304,-1,-1,"5, 6, 7",,,,,,
10,768,1536,-1,"8, 9",,,,,,
11,181,362,126,"6, 8",,,,,,
12,408,-1,-1,"10, 11",,,,,,
13,455,-1,-1,"9, 11",,,,,,
14,548,-1,-1,13,,,,,,
15,586,-1,-1,13,,,,,,
16,618,-1,432,"14, 15",,,,,,
17,581,-1,406,14,,,,,,
18,657,-1,-1,15,,,,,,
19,503,1006,352,"10, 15, 17",,,,,,
20,468,-1,-1,"12, 17",,,,,,
