File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_205_RF0.2_R2_S5,5,2,20,0.4,0.2,2,CH,0.2,0.2,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,471,-1,329,,,,,,,
2,107,-1,-1,,,,,,,
3,160,-1,-1,,,,,,,
4,379,-1,-1,1,,,,,,
5,491,-1,-1,2,,,,,,
6,269,-1,-1,2,,,,,,
7,141,-1,-1,2,,,,,,
8,119,238,-1,2,,,,,,
9,201,-1,-1,4,,,,,,
10,485,-1,339,7,,,,,,
11,255,-1,-1,5,,,,,,
12,312,624,-1,6,,,,,,
13,54,-1,-1,8,,,,,,
14,441,882,-1,5,,,,,,
15,302,-1,211,10,,,,,,
16,79,-1,-1,9,,,,,,
17,507,-1,-1,11,,,,,,
18,47,94,32,15,,,,,,
19,81,-1,-1,16,,,,,,
20,143,-1,-1,17,,,,,,
