File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_312_RF0.2_R4_S10,10,4,20,0.4,0.2,2,MIXED,0.2,0.2,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,219,-1,-1,,,,,,,
2,86,-1,-1,,,,,,,
3,173,-1,-1,,,,,,,
4,96,-1,-1,,,,,,,
5,259,518,181,3,,,,,,
6,179,-1,-1,4,,,,,,
7,167,-1,116,3,,,,,,
8,43,-1,-1,2,,,,,,
9,346,-1,-1,1,,,,,,
10,263,-1,-1,6,,,,,,
11,202,404,141,5,,,,,,
12,130,-1,-1,9,,,,,,
13,139,-1,-1,8,,,,,,
14,117,-1,-1,12,,,,,,
15,41,82,-1,13,,,,,,
16,194,388,-1,13,,,,,,
17,78,-1,-1,15,,,,,,
18,266,-1,-1,15,,,,,,
19,162,-1,113,16,,,,,,
20,405,-1,-1,16,,,,,,
