File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_441_RF0.4_R4_S10,10,4,20,0.4,0.4,2,MIXED,0.9,0.8,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,158,-1,-1,,,,,,,
2,136,-1,95,,,,,,,
3,115,230,-1,,,,,,,
4,212,-1,-1,"2, 3",,,,,,
5,134,268,93,"2, 3",,,,,,
6,242,484,-1,"4, 5",,,,,,
7,187,374,-1,"1, 4, 5",,,,,,
8,51,-1,35,"4, 5",,,,,,
9,32,-1,22,"6, 8",,,,,,
10,53,106,37,"6, 8",,,,,,
11,321,642,-1,7,,,,,,
12,110,220,-1,"8, 11",,,,,,
13,312,-1,218,"1, 10",,,,,,
14,24,-1,-1,"12, 13",,,,,,
15,137,-1,-1,"12, 13",,,,,,
16,199,398,139,"9, 15",,,,,,
17,89,-1,-1,16,,,,,,
18,114,-1,79,16,,,,,,
19,53,-1,-1,17,,,,,,
20,101,-1,-1,"17, 18",,,,,,
