File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_324_RF0.2_R2_S5,5,2,20,0.4,0.2,2,MIXED,0.2,0.2,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,527,-1,368,,,,,,,
2,491,-1,343,,,,,,,
3,346,-1,-1,,,,,,,
4,137,274,95,,,,,,,
5,481,-1,-1,4,,,,,,
6,519,1038,-1,3,,,,,,
7,375,750,-1,4,,,,,,
8,480,-1,336,4,,,,,,
9,433,-1,-1,1,,,,,,
10,230,-1,-1,8,,,,,,
11,366,-1,-1,9,,,,,,
12,572,-1,-1,7,,,,,,
13,595,-1,-1,10,,,,,,
14,411,-1,-1,12,,,,,,
15,432,-1,-1,10,,,,,,
16,543,1086,-1,10,,,,,,
17,398,-1,-1,10,,,,,,
18,508,-1,-1,17,,,,,,
19,538,-1,-1,17,,,,,,
20,405,-1,-1,17,,,,,,
