File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_197_RF0.4_R2_S5,5,2,20,0.4,0.4,2,CH,0.2,0.2,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,27,-1,18,,,,,,,
2,51,102,-1,,,,,,,
3,412,-1,-1,,,,,,,
4,141,-1,-1,,,,,,,
5,214,428,-1,1,,,,,,
6,52,104,36,2,,,,,,
7,203,406,-1,4,,,,,,
8,81,162,-1,3,,,,,,
9,323,-1,-1,5,,,,,,
10,143,-1,-1,6,,,,,,
11,376,752,263,7,,,,,,
12,22,-1,-1,8,,,,,,
13,278,556,-1,7,,,,,,
14,391,-1,273,10,,,,,,
15,223,-1,-1,9,,,,,,
16,24,-1,16,13,,,,,,
17,354,708,247,11,,,,,,
18,269,-1,-1,14,,,,,,
19,250,-1,175,15,,,,,,
20,117,-1,81,17,,,,,,
