File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_499_RF0.2_R2_S10,10,2,20,0.2,0.2,2,MIXED,0.9,0.8,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,228,456,-1,,,,,,,
2,62,-1,-1,,,,,,,
3,91,182,-1,1,,,,,,
4,277,-1,-1,"2, 3",,,,,,
5,439,-1,-1,"2, 3",,,,,,
6,544,-1,-1,"2, 3",,,,,,
7,119,-1,-1,"4, 5, 6",,,,,,
8,507,-1,-1,4,,,,,,
9,111,222,77,7,,,,,,
10,441,-1,-1,8,,,,,,
11,184,-1,128,9,,,,,,
12,112,-1,-1,"8, 9",,,,,,
13,43,-1,-1,9,,,,,,
14,162,-1,-1,"11, 12, 13",,,,,,
15,95,-1,-1,"10, 11, 12",,,,,,
16,458,-1,-1,14,,,,,,
17,118,236,-1,14,,,,,,
18,451,-1,-1,"15, 16",,,,,,
19,295,-1,206,16,,,,,,
20,134,-1,93,"10, 16",,,,,,
