File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_165_RF0.4_R4_S10,10,4,20,0.4,0.4,2,CH,0.2,0.2,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,140,-1,98,,,,,,,
2,104,-1,72,,,,,,,
3,98,196,68,,,,,,,
4,82,164,-1,,,,,,,
5,86,172,-1,,,,,,,
6,216,-1,-1,1,,,,,,
7,246,-1,-1,1,,,,,,
8,262,524,183,5,,,,,,
9,228,456,-1,4,,,,,,
10,162,-1,113,6,,,,,,
11,106,-1,-1,8,,,,,,
12,177,-1,-1,8,,,,,,
13,38,76,26,7,,,,,,
14,145,-1,-1,9,,,,,,
15,33,66,-1,11,,,,,,
16,139,-1,97,12,,,,,,
17,87,-1,-1,"10, 13",,,,,,
18,44,88,-1,14,,,,,,
19,173,-1,-1,"15, 16",,,,,,
20,299,-1,209,18,,,,,,
