File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_484_RF0.2_R2_S5,5,2,20,0.4,0.2,2,MIXED,0.9,0.8,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,383,-1,-1,,,,,,,
2,567,-1,-1,,,,,,,
3,379,-1,-1,,,,,,,
4,236,-1,-1,1,,,,,,
5,420,-1,-1,2,,,,,,
6,470,-1,-1,"4, 5",,,,,,
7,512,1024,-1,"4, 5",,,,,,
8,497,994,347,"3, 6, 7",,,,,,
9,619,-1,433,"3, 6, 7",,,,,,
10,630,-1,-1,6,,,,,,
11,388,-1,271,"8, 9, 10",,,,,,
12,580,-1,406,"8, 9, 10",,,,,,
13,488,976,-1,"8, 9",,,,,,
14,514,-1,-1,13,,,,,,
15,662,-1,-1,"10, 14",,,,,,
16,387,-1,-1,"11, 14",,,,,,
17,561,1122,-1,14,,,,,,
18,555,-1,-1,"12, 16",,,,,,
19,534,-1,-1,"17, 18",,,,,,
20,577,-1,-1,18,,,,,,
