File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_356_RF0.2_R0_S5,5,0,20,0.0,0.2,2,MIXED,0.2,0.2,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,40,-1,28,,,,,,,
2,139,278,-1,,,,,,,
3,419,-1,-1,,,,,,,
4,360,-1,-1,,,,,,,
5,23,46,-1,,,,,,,
6,316,632,-1,2,,,,,,
7,350,-1,-1,2,,,,,,
8,78,-1,-1,3,,,,,,
9,457,-1,-1,3,,,,,,
10,208,-1,-1,7,,,,,,
11,299,598,-1,7,,,,,,
12,150,-1,-1,6,,,,,,
13,87,-1,-1,12,,,,,,
14,25,-1,-1,10,,,,,,
15,480,-1,336,10,,,,,,
16,445,-1,311,11,,,,,,
17,178,-1,-1,16,,,,,,
18,265,-1,-1,16,,,,,,
19,147,-1,102,15,,,,,,
20,260,-1,-1,16,,,,,,
