File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_346_RF0.4_R2_S5,5,2,20,0.4,0.4,2,MIXED,0.2,0.2,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,132,-1,92,,,,,,,
2,186,372,-1,,,,,,,
3,200,-1,-1,,,,,,,
4,497,-1,347,,,,,,,
5,577,-1,403,2,,,,,,
6,261,-1,182,2,,,,,,
7,522,-1,-1,4,,,,,,
8,133,266,-1,5,,,,,,
9,79,-1,-1,6,,,,,,
10,21,-1,14,5,,,,,,
11,432,-1,-1,6,,,,,,
12,77,154,53,5,,,,,,
13,146,292,102,6,,,,,,
14,151,302,-1,10,,,,,,
15,330,660,-1,10,,,,,,
16,88,176,-1,10,,,,,,
17,433,866,303,13,,,,,,
18,67,-1,-1,9,,,,,,
19,85,-1,-1,15,,,,,,
20,29,-1,-1,14,,,,,,
