File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_469_RF0.2_R1_S5,5,1,20,0.2,0.2,2,MIXED,0.9,0.8,peak in the middle
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,210,-1,-1,,,,,,,
2,530,-1,371,,,,,,,
3,504,-1,-1,,,,,,,
4,401,-1,-1,"2, 3",,,,,,
5,586,-1,-1,2,,,,,,
6,495,-1,346,"4, 5",,,,,,
7,479,-1,335,"4, 5",,,,,,
8,492,984,-1,"4, 5",,,,,,
9,547,-1,-1,"6, 7",,,,,,
10,790,1580,-1,7,,,,,,
11,342,-1,-1,"9, 10",,,,,,
12,626,-1,-1,11,,,,,,
13,268,-1,187,11,,,,,,
14,573,1146,-1,"8, 11",,,,,,
15,497,-1,-1,"1, 12, 14",,,,,,
16,576,1152,-1,"1, 13",,,,,,
17,551,-1,-1,"15, 16",,,,,,
18,486,-1,-1,"15, 16",,,,,,
19,646,-1,-1,17,,,,,,
20,560,-1,-1,18,,,,,,
