File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_497_RF0.4_R1_S5,5,1,20,0.2,0.4,2,MIXED,0.9,0.8,bimodal
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,498,-1,-1,,,,,,,
2,251,-1,-1,,,,,,,
3,133,-1,93,1,,,,,,
4,98,196,68,1,,,,,,
5,251,-1,-1,"3, 4",,,,,,
6,495,-1,346,3,,,,,,
7,179,-1,-1,"5, 6",,,,,,
8,192,-1,-1,5,,,,,,
9,200,-1,140,5,,,,,,
10,555,1110,388,"7, 8",,,,,,
11,98,-1,-1,7,,,,,,
12,430,860,-1,10,,,,,,
13,153,-1,-1,"2, 8, 9, 11",,,,,,
14,500,1000,-1,"2, 10, 11",,,,,,
15,428,-1,299,"12, 13, 14",,,,,,
16,565,1130,-1,"12, 13, 14",,,,,,
17,97,194,-1,16,,,,,,
18,296,592,-1,17,,,,,,
19,178,-1,124,17,,,,,,
20,45,90,31,17,,,,,,
