File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_301_RF0.2_R0_S5,5,0,20,0.0,0.2,2,MIXED,0.2,0.2,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,26,-1,18,,,,,,,
2,235,470,-1,,,,,,,
3,216,-1,-1,,,,,,,
4,92,-1,-1,,,,,,,
5,233,-1,-1,3,,,,,,
6,72,-1,-1,3,,,,,,
7,237,474,165,2,,,,,,
8,152,-1,-1,3,,,,,,
9,57,-1,39,5,,,,,,
10,122,-1,-1,5,,,,,,
11,190,-1,-1,6,,,,,,
12,134,-1,-1,6,,,,,,
13,333,666,-1,6,,,,,,
14,208,-1,-1,12,,,,,,
15,58,-1,40,10,,,,,,
16,109,-1,-1,12,,,,,,
17,51,102,-1,10,,,,,,
18,143,-1,-1,17,,,,,,
19,82,-1,-1,16,,,,,,
20,100,-1,-1,16,,,,,,
