File name,Number of stations,Number of robots,Number of tasks,RD,RF,West ratio,Graph structure,Desired OS,Order strength,Times distribution
instance_n=20_301_RF0.4_R4_S10,10,4,20,0.4,0.4,2,MIXED,0.2,0.2,peak at the bottom
Task id,Human time,Robot time,Collaboration time,Predecessors,,,,,,
1,26,-1,18,,,,,,,
2,235,470,164,,,,,,,
3,216,-1,-1,,,,,,,
4,92,-1,-1,,,,,,,
5,233,-1,-1,3,,,,,,
6,72,-1,-1,3,,,,,,
7,237,474,165,2,,,,,,
8,152,304,-1,3,,,,,,
9,57,-1,39,5,,,,,,
10,122,244,85,5,,,,,,
11,190,380,-1,6,,,,,,
12,134,-1,93,6,,,,,,
13,333,666,-1,6,,,,,,
14,208,-1,-1,12,,,,,,
15,58,-1,40,10,,,,,,
16,109,218,-1,12,,,,,,
17,51,102,-1,10,,,,,,
18,143,-1,-1,17,,,,,,
19,82,-1,57,16,,,,,,
20,100,-1,-1,16,,,,,,
